unit,time,treated,log_gdp_pc,Y_resid,trade_openness,inv_share,log_pop,log_emp,log_gdp_emp
Malta,2004,0,10.267424595218667,0.20484677915096228,-0.384948670864105,0.2790507376194,-0.8896536694887577,-1.816672084409348,11.194443010139258
Malta,2005,0,10.26530857876891,0.06340358458234796,-0.359834909439087,0.309659212827683,-0.8835331676359828,-1.8085559638306241,11.19033137496355
Malta,2006,0,10.283561462662663,0.38009351046241235,-0.358438104391098,0.241725519299507,-0.8783833808034036,-1.7893928680000788,11.194570949859338
Malta,2007,0,10.341137810407183,0.32239360003543815,-0.35352262854576105,0.265152752399445,-0.874196746677155,-1.7679609711903002,11.234902034920328
Malta,2008,0,10.39398335501523,0.36012011433893143,-0.415637522935867,0.266377449035645,-0.8699583474772657,-1.7465551728522875,11.270580180390251
Malta,2009,0,10.419185180443964,0.4856687004668352,-0.33427783846855097,0.244507417082787,-0.8656094997585077,-1.7456167151313446,11.299192395816801
Malta,2010,0,10.482328089949947,0.385923585938583,-0.40373501181602495,0.280936658382416,-0.8612084995861026,-1.743992661243235,11.36511225160708
Malta,2011,0,10.471720182956004,0.587093751862648,-0.43029117584228405,0.231516167521477,-0.8565417874689428,-1.719509459668291,11.334687855155352
Malta,2012,0,10.514889831669555,0.4540680750242494,-0.44998627901076993,0.269024670124054,-0.8518826879983715,-1.7023135634148805,11.365320707086063
Malta,2013,0,10.53966112960966,0.5059719617687879,-0.46691405773162387,0.259207785129547,-0.8475765658886406,-1.6671552303966108,11.35923979411763
North Macedonia,1990,0,8.804752038483516,-0.8384768931996884,-0.06366887688636799,0.150228545069695,0.724495157971628,-0.00878341657603414,9.538030613031177
North Macedonia,1991,0,8.820596984806967,-0.707037686209846,-0.025200091302394992,0.128686100244522,0.7207594293007228,-0.04580525381926515,9.587161667926955
North Macedonia,1992,0,8.749798404936579,-0.6534466732385891,-0.005453720688819996,0.108348041772842,0.709277878488963,-0.11593187267825232,9.575008156103793
North Macedonia,1993,0,8.742593203385471,-0.6521631845528084,-0.031475365161896,0.115254729986191,0.6965683217769958,-0.1998360424132781,9.638997567575746
North Macedonia,1994,0,8.7787494882576,-0.5424623342460304,-0.06198826432228002,0.106653407216072,0.689473440633527,-0.26962167001898907,9.737844598910115
North Macedonia,1995,0,8.817635285679604,-0.6038779389622473,-0.07760518789291401,0.142321735620499,0.6924139117840955,-0.3768042495268749,9.886853446990575
North Macedonia,1996,0,8.824234226732921,-0.5394507000750934,-0.08326536417007402,0.13608293235302,0.6994040653675374,-0.4241787889938653,9.947817081094323
North Macedonia,1997,0,8.841588490434281,-0.5166494210915555,-0.09048362076282498,0.142430528998375,0.705942470577298,-0.4799203054986006,10.027451266510178
North Macedonia,1998,0,8.88653394188096,-0.45039395314125663,-0.08730264008045202,0.141647577285767,0.7117569398091022,-0.5067553317586315,10.105046213448695
North Macedonia,1999,0,8.975384418295203,-0.2774531227547925,-0.059027373790740995,0.121406242251396,0.7169061867437418,-0.4888797411572174,10.181170346196161
North Macedonia,2000,0,9.042291700889331,-0.2514029730527998,-0.073103427886962,0.132740005850792,0.7213715977600045,-0.5033044150567506,10.266967713706086
North Macedonia,2001,0,9.080017656486284,-0.16127832327874003,-0.069409400224686,0.124258503317833,0.725760052244136,-0.5248924074517496,10.33067011618217
North Macedonia,2002,0,9.082962656025472,-0.297799143856496,-0.12022313475608798,0.150441884994507,0.7297124480591867,-0.48231947334905717,10.294994577433716
North Macedonia,2003,0,9.11899176120397,-0.22495211219247757,-0.11575087904930098,0.142252087593079,0.7330460291120483,-0.4789888640871526,10.331026654403171
North Macedonia,2004,1,9.146508519089446,-0.34181758582644406,-0.153957515954971,0.182150557637215,0.7355268412880469,-0.5411873088790744,10.423222669256567
North Macedonia,2005,1,9.224415691923705,-0.2471054086586264,-0.128186225891113,0.17188723385334,0.7370717172150963,-0.4862070438539622,10.447694452992762
North Macedonia,2006,1,9.277982588995403,-0.2931454122053623,-0.136361345648765,0.18779818713665,0.7367970129750749,-0.435864713953272,10.45064431592375
North Macedonia,2007,1,9.363381204906519,-0.2997802273098742,-0.15870594978332597,0.203950211405754,0.7333155214952353,-0.4042601516054055,10.500956878007159
North Macedonia,2008,1,9.439426045824703,-0.40965215355806706,-0.21888107061386097,0.235219150781631,0.7279514246861751,-0.3277140811079773,10.495091551618856
North Macedonia,2009,1,9.504077181646736,-0.32260103623201175,-0.177382588386536,0.224229529500008,0.7229967172331678,-0.28304558265781,10.510119481537712
North Macedonia,2010,1,9.537757100109834,-0.21368769694604595,-0.15820904076099399,0.211279824376106,0.7185736701381769,-0.3177804923638745,10.574111262611886
North Macedonia,2011,1,9.540637941183329,-0.32968267350940117,-0.18600955605506897,0.235410958528519,0.7131684114116071,-0.3045755747626585,10.558381927357594
North Macedonia,2012,1,9.567253012772518,-0.4246007740660094,-0.191936314105987,0.260490030050278,0.7066994325413167,-0.2953056435838984,10.569258088897733
