COUNTRY,DATE,PIGT,NETD,SC,Within_SP,Total_Trade,EU_Distance,estimate_cc,estimate_ge,estimate_pv,estimate_rl,estimate_rq,estimate_va
Albania,2010,87.7084624,1060.272,7.924896273210096e-05,9.048881427683712e-05,6.88727,-0.8752671838463953,-0.5316165089607239,-0.27945321798324585,-0.19148290157318115,-0.38576048612594604,0.2332819551229477,0.12383822351694107
Albania,2011,88.2140052,1188.274,-7.498165245199839e-05,0.0003680886295298302,7.5276,-0.8759348424248349,-0.7017941474914551,-0.20217707753181458,-0.2823794186115265,-0.44292646646499634,0.2839725613594055,0.062333762645721436
Albania,2012,89.2477519,1148.127,6.594189322260662e-05,0.0002730599744992093,7.33412,-0.8735435436706914,-0.7787294387817383,-0.2689250111579895,-0.14363159239292145,-0.5198397636413574,0.24049198627471924,0.02206403762102127
Albania,2013,89.2535061,1022.221,0.00013172580508877239,0.0006279678479833317,7.30312,-0.873126788251923,-0.7513726949691772,-0.3244573771953583,0.09192978590726852,-0.5188288688659668,0.2541602551937103,0.048864442855119705
Albania,2014,89.4460715,1030.612,5.643552651730492e-05,0.0002482500974791572,7.517110000000001,-0.8707570502641904,-0.5865718126296997,-0.04977080971002579,0.48598623275756836,-0.3111990988254547,0.2790376842021942,0.14368978142738342
Albania,2015,88.7412089,1077.076,4.687517633634303e-06,-0.00014959358252442128,7.3703,-0.8707505529097348,-0.54514080286026,0.027575254440307617,0.34163904190063477,-0.31968680024147034,0.17423731088638306,0.1571352630853653
Albania,2016,87.9564069,1142.42,3.842372261284449e-05,-3.5441808008871456e-05,8.01951,-0.8676343480026816,-0.47237372398376465,0.029082361608743668,0.3374478816986084,-0.32263198494911194,0.18660762906074524,0.1710975021123886
Albania,2017,91.0084208,1179.889,0.00011072696158316234,0.00023034092650043987,9.038509999999999,-0.8616201228474419,-0.48138684034347534,0.09855284541845322,0.37377074360847473,-0.4141915738582611,0.22061032056808472,0.20388516783714294
Albania,2018,97.0054203,1229.199,1.9445821805254796e-05,0.0004599217721168057,9.85298,-0.851506186016033,-0.5460188984870911,0.08052453398704529,0.36677926778793335,-0.4147520363330841,0.2560798227787018,0.1887865960597992
Albania,2019,100.6813701,1260.723,2.1116784904301475e-05,0.0004359012829990992,10.49159,-0.8458308514714754,-0.5642740726470947,-0.062300700694322586,0.11010505259037018,-0.42631736397743225,0.2720654606819153,0.14196528494358063
Albania,2020,100.0,1238.449,-4.404109280238788e-06,-4.672120851743936e-05,7.96359,-0.8451337723980489,-0.5735387802124023,-0.15512122213840485,0.08861251920461655,-0.3780282139778137,0.22196723520755768,0.08632544428110123
Albania,2021,102.9047563,1239.111,2.4492969103585095e-05,0.0008113543618287777,11.52233,-0.8366090052371169,-0.5771799683570862,-0.03598502278327942,0.196371927857399,-0.28071627020835876,0.17585939168930054,0.0855889618396759
Albania,2022,113.382114,1288.896,-6.693278483216041e-06,0.001306141184070472,15.30332,-0.8192299280306831,-0.40818944573402405,0.06454053521156311,0.10626131296157837,-0.16558510065078735,0.1593538224697113,0.14174018800258636
Albania,2023,126.5707204,1307.984,0.00020069036091148392,0.001614609677685167,17.96895,-0.792235431146234,-0.3322185277938843,0.25085535645484924,0.18334896862506866,-0.1640973687171936,0.17195366322994232,0.16899722814559937
Bulgaria,2002,53.8803189,3222.12,4.3116982079662884e-05,0.0009881678010030235,13.15577,-0.8885362752153068,-0.1719316989183426,0.17359639704227448,0.4675123691558838,-0.05604999139904976,0.5276799201965332,0.5285312533378601
Bulgaria,2003,53.5895777,3317.39,1.8569968436715584e-05,0.00011185576808483164,14.853179999999998,-0.882190129892544,-0.08732101321220398,0.03369713947176933,0.17352549731731415,-0.171991765499115,0.6683752536773682,0.5458919405937195
Bulgaria,2004,55.9046093,3403.4,-2.8876356316253334e-05,0.00035812399767673735,19.63062,-0.8724543158946669,0.06820406019687653,0.0787450447678566,0.003630733583122492,-0.11816776543855667,0.7078437805175781,0.5696901679039001
Bulgaria,2005,61.5859657,3495.27,-2.5190971718437107e-05,0.0006787244942910051,23.971249999999998,-0.859498860965402,0.0187454242259264,0.13438110053539276,0.1472705900669098,-0.10855761915445328,0.6575455069541931,0.5948927402496338
